"","long","lat","group","order","region","subregion"
"574",-113.302398681641,35.8728866577148,75,3740,"arizona","mohave"
"575",-113.325325012207,35.8213195800781,75,3741,"arizona","mohave"
"576",-113.3310546875,35.6666221618652,75,3742,"arizona","mohave"
"577",-113.325325012207,35.5233840942383,75,3743,"arizona","mohave"
"578",-113.325325012207,35.3343086242676,75,3744,"arizona","mohave"
"579",-113.325325012207,34.9275093078613,75,3745,"arizona","mohave"
"580",-113.319595336914,34.6066474914551,75,3746,"arizona","mohave"
"581",-113.325325012207,34.3889274597168,75,3747,"arizona","mohave"
"582",-113.3310546875,34.3259010314941,75,3748,"arizona","mohave"
"583",-113.376892089844,34.3029823303223,75,3749,"arizona","mohave"
"584",-113.428451538086,34.3087120056152,75,3750,"arizona","mohave"
"585",-113.525856018066,34.3087120056152,75,3751,"arizona","mohave"
"586",-113.57169342041,34.2686042785645,75,3752,"arizona","mohave"
"587",-113.577423095703,34.2342300415039,75,3753,"arizona","mohave"
"588",-113.674827575684,34.211311340332,75,3754,"arizona","mohave"
"589",-113.703475952148,34.2399559020996,75,3755,"arizona","mohave"
"590",-113.829528808594,34.2342300415039,75,3756,"arizona","mohave"
"591",-113.869636535645,34.2571449279785,75,3757,"arizona","mohave"
"592",-113.904014587402,34.2514190673828,75,3758,"arizona","mohave"
"593",-114.02433013916,34.2628746032715,75,3759,"arizona","mohave"
"594",-114.087356567383,34.2972526550293,75,3760,"arizona","mohave"
"595",-114.13892364502,34.2972526550293,75,3761,"arizona","mohave"
"596",-114.16756439209,34.3373603820801,75,3762,"arizona","mohave"
"597",-114.287887573242,34.4233016967773,75,3763,"arizona","mohave"
"598",-114.373832702637,34.4691390991211,75,3764,"arizona","mohave"
"599",-114.402488708496,34.5894622802734,75,3765,"arizona","mohave"
"600",-114.41967010498,34.6123809814453,75,3766,"arizona","mohave"
"601",-114.448318481445,34.7097816467285,75,3767,"arizona","mohave"
"602",-114.574363708496,34.807186126709,75,3768,"arizona","mohave"
"603",-114.551452636719,34.8358345031738,75,3769,"arizona","mohave"
"604",-114.545722961426,34.8472938537598,75,3770,"arizona","mohave"
"605",-114.568641662598,34.8644828796387,75,3771,"arizona","mohave"
"606",-114.608741760254,34.8874015808105,75,3772,"arizona","mohave"
"607",-114.63166809082,34.9618835449219,75,3773,"arizona","mohave"
"608",-114.637390136719,35.0191802978516,75,3774,"arizona","mohave"
"609",-110.013626098633,33.586784362793,76,3776,"arizona","navajo"
"610",-110.00789642334,33.9993171691895,76,3777,"arizona","navajo"
"611",-110.752738952637,34.0050468444824,76,3778,"arizona","navajo"
"612",-110.752738952637,34.2628746032715,76,3779,"arizona","navajo"
"613",-110.752738952637,34.8472938537598,76,3780,"arizona","navajo"
"614",-110.752738952637,35.3343086242676,76,3781,"arizona","navajo"
"615",-110.752738952637,35.8671569824219,76,3782,"arizona","navajo"
"616",-110.752738952637,36.4057388305664,76,3783,"arizona","navajo"
"617",-110.75846862793,36.8068084716797,76,3784,"arizona","navajo"
"618",-110.75846862793,36.9958839416504,76,3785,"arizona","navajo"
"619",-110.683990478516,36.9958839416504,76,3786,"arizona","navajo"
"620",-110.546478271484,36.9958839416504,76,3787,"arizona","navajo"
"621",-110.30583190918,37.0016136169434,76,3788,"arizona","navajo"
"622",-110.088104248047,37.0016136169434,76,3789,"arizona","navajo"
"623",-110.00789642334,37.0016136169434,76,3790,"arizona","navajo"
"624",-110.00789642334,36.8125381469727,76,3791,"arizona","navajo"
"625",-110.00789642334,36.2911491394043,76,3792,"arizona","navajo"
"626",-110.002166748047,35.6494331359863,76,3793,"arizona","navajo"
"627",-109.830284118652,35.6437034606934,76,3794,"arizona","navajo"
"628",-109.824554443359,35.5233840942383,76,3795,"arizona","navajo"
"629",-109.847465515137,35.5176544189453,76,3796,"arizona","navajo"
"630",-109.847465515137,35.1395034790039,76,3797,"arizona","navajo"
"631",-109.847465515137,34.6467590332031,76,3798,"arizona","navajo"
"632",-109.847465515137,34.3144416809082,76,3799,"arizona","navajo"
"633",-109.847465515137,34.1368255615234,76,3800,"arizona","navajo"
"634",-109.858924865723,34.1310958862305,76,3801,"arizona","navajo"
"635",-109.858924865723,33.7128372192383,76,3802,"arizona","navajo"
"636",-109.881843566895,33.7071075439453,76,3803,"arizona","navajo"
"637",-109.887573242188,33.5524101257324,76,3804,"arizona","navajo"
"638",-109.899032592773,33.5581359863281,76,3805,"arizona","navajo"
"639",-109.921951293945,33.586784362793,76,3806,"arizona","navajo"
"640",-109.956329345703,33.5753288269043,76,3807,"arizona","navajo"
"641",-109.973518371582,33.586784362793,76,3808,"arizona","navajo"
"642",-110.013626098633,33.586784362793,76,3809,"arizona","navajo"
"643",-113.336776733398,32.5153541564941,77,3811,"arizona","pima"
"644",-112.208053588867,32.5096244812012,77,3812,"arizona","pima"
"645",-112.007522583008,32.5096244812012,77,3813,"arizona","pima"
"646",-111.583526611328,32.5096244812012,77,3814,"arizona","pima"
"647",-111.572067260742,32.5038986206055,77,3815,"arizona","pima"
"648",-111.165267944336,32.5038986206055,77,3816,"arizona","pima"
"649",-111.165267944336,32.5153541564941,77,3817,"arizona","pima"
"650",-110.769927978516,32.5153541564941,77,3818,"arizona","pima"
"651",-110.598045349121,32.5153541564941,77,3819,"arizona","pima"
"652",-110.466262817383,32.5153541564941,77,3820,"arizona","pima"
"653",-110.466262817383,32.4236831665039,77,3821,"arizona","pima"
"654",-110.466262817383,31.7418632507324,77,3822,"arizona","pima"
"655",-110.861602783203,31.7304019927979,77,3823,"arizona","pima"
"656",-110.867332458496,31.7246723175049,77,3824,"arizona","pima"
"657",-111.182464599609,31.7246723175049,77,3825,"arizona","pima"
"658",-111.182464599609,31.5355987548828,77,3826,"arizona","pima"
"659",-111.388725280762,31.5298671722412,77,3827,"arizona","pima"
"660",-111.388725280762,31.4439239501953,77,3828,"arizona","pima"
"661",-111.629364013672,31.5184097290039,77,3829,"arizona","pima"
"662",-112.036163330078,31.6501884460449,77,3830,"arizona","pima"
"663",-112.32837677002,31.7418632507324,77,3831,"arizona","pima"
"664",-112.66641998291,31.8392658233643,77,3832,"arizona","pima"
"665",-112.929977416992,31.9252090454102,77,3833,"arizona","pima"
"666",-113.187812805176,32.0054244995117,77,3834,"arizona","pima"
"667",-113.348236083984,32.0569877624512,77,3835,"arizona","pima"
"668",-113.336776733398,32.5153541564941,77,3836,"arizona","pima"
"669",-110.46053314209,33.2029037475586,78,3838,"arizona","pinal"
"670",-110.454803466797,32.9565353393555,78,3839,"arizona","pinal"
"671",-110.466262817383,32.9450721740723,78,3840,"arizona","pinal"
"672",-110.46053314209,32.5210838317871,78,3841,"arizona","pinal"
"673",-110.466262817383,32.5153541564941,78,3842,"arizona","pinal"
"674",-110.598045349121,32.5153541564941,78,3843,"arizona","pinal"
"675",-110.769927978516,32.5153541564941,78,3844,"arizona","pinal"
"676",-111.165267944336,32.5153541564941,78,3845,"arizona","pinal"
"677",-111.165267944336,32.5038986206055,78,3846,"arizona","pinal"
"678",-111.572067260742,32.5038986206055,78,3847,"arizona","pinal"
"679",-111.583526611328,32.5096244812012,78,3848,"arizona","pinal"
"680",-112.007522583008,32.5096244812012,78,3849,"arizona","pinal"
"681",-112.208053588867,32.5096244812012,78,3850,"arizona","pinal"
"682",-112.202323913574,32.6127548217773,78,3851,"arizona","pinal"
"683",-112.202323913574,32.9565353393555,78,3852,"arizona","pinal"
"684",-112.202323913574,33.2888450622559,78,3853,"arizona","pinal"
"685",-112.076271057129,33.2143630981445,78,3854,"arizona","pinal"
"686",-111.583526611328,33.2143630981445,78,3855,"arizona","pinal"
"687",-111.583526611328,33.3862533569336,78,3856,"arizona","pinal"
"688",-111.577796936035,33.3977088928223,78,3857,"arizona","pinal"
"689",-111.572067260742,33.4607353210449,78,3858,"arizona","pinal"
"690",-111.228302001953,33.4607353210449,78,3859,"arizona","pinal"
"691",-111.044952392578,33.4607353210449,78,3860,"arizona","pinal"
"692",-111.016304016113,33.4320907592773,78,3861,"arizona","pinal"
"693",-110.97046661377,33.3289566040039,78,3862,"arizona","pinal"
"694",-110.959007263184,33.2773895263672,78,3863,"arizona","pinal"
"695",-110.930358886719,33.2430114746094,78,3864,"arizona","pinal"
"696",-110.792846679688,32.985179901123,78,3865,"arizona","pinal"
"697",-110.764198303223,32.985179901123,78,3866,"arizona","pinal"
"698",-110.729827880859,33.0138282775879,78,3867,"arizona","pinal"
"699",-110.712631225586,33.0825843811035,78,3868,"arizona","pinal"
"700",-110.678253173828,33.0940437316895,78,3869,"arizona","pinal"
"701",-110.661064147949,33.1169624328613,78,3870,"arizona","pinal"
"702",-110.620956420898,33.1456069946289,78,3871,"arizona","pinal"
"703",-110.586578369141,33.1456069946289,78,3872,"arizona","pinal"
"704",-110.552207946777,33.1627998352051,78,3873,"arizona","pinal"
"705",-110.506370544434,33.1914443969727,78,3874,"arizona","pinal"
"706",-110.483451843262,33.1914443969727,78,3875,"arizona","pinal"
"707",-110.46053314209,33.2029037475586,78,3876,"arizona","pinal"
"708",-111.388725280762,31.4439239501953,79,3878,"arizona","santa cruz"
"709",-111.388725280762,31.5298671722412,79,3879,"arizona","santa cruz"
"710",-111.182464599609,31.5355987548828,79,3880,"arizona","santa cruz"
"711",-111.182464599609,31.7246723175049,79,3881,"arizona","santa cruz"
"712",-110.867332458496,31.7246723175049,79,3882,"arizona","santa cruz"
"713",-110.861602783203,31.7304019927979,79,3883,"arizona","santa cruz"
"714",-110.466262817383,31.7418632507324,79,3884,"arizona","santa cruz"
"715",-110.466262817383,31.6559181213379,79,3885,"arizona","santa cruz"
"716",-110.477722167969,31.6559181213379,79,3886,"arizona","santa cruz"
"717",-110.477722167969,31.4611110687256,79,3887,"arizona","santa cruz"
"718",-110.477722167969,31.3522510528564,79,3888,"arizona","santa cruz"
"719",-110.632415771484,31.3522510528564,79,3889,"arizona","santa cruz"
"720",-110.987655639648,31.3465213775635,79,3890,"arizona","santa cruz"
"721",-111.119430541992,31.3579788208008,79,3891,"arizona","santa cruz"
"722",-111.297050476074,31.4152774810791,79,3892,"arizona","santa cruz"
"723",-111.388725280762,31.4439239501953,79,3893,"arizona","santa cruz"
"724",-111.560615539551,34.4404945373535,80,3895,"arizona","yavapai"
"725",-111.589263916016,34.4290351867676,80,3896,"arizona","yavapai"
"726",-111.600723266602,34.4118461608887,80,3897,"arizona","yavapai"
"727",-111.635101318359,34.4118461608887,80,3898,"arizona","yavapai"
"728",-111.652282714844,34.3774681091309,80,3899,"arizona","yavapai"
"729",-111.646560668945,34.343090057373,80,3900,"arizona","yavapai"
"730",-111.680938720703,34.3201713562012,80,3901,"arizona","yavapai"
"731",-111.680938720703,34.3029823303223,80,3902,"arizona","yavapai"
"732",-111.669471740723,34.2800636291504,80,3903,"arizona","yavapai"
"733",-111.698120117188,34.2399559020996,80,3904,"arizona","yavapai"
"734",-111.686668395996,34.2055816650391,80,3905,"arizona","yavapai"
"735",-111.709579467773,34.1540107727051,80,3906,"arizona","yavapai"
"736",-111.46321105957,34.1540107727051,80,3907,"arizona","yavapai"
"737",-111.486122131348,34.1253662109375,80,3908,"arizona","yavapai"
"738",-111.468940734863,34.0967178344727,80,3909,"arizona","yavapai"
"739",-111.46321105957,34.0737991333008,80,3910,"arizona","yavapai"
"740",-111.474670410156,34.0566101074219,80,3911,"arizona","yavapai"
"741",-111.468940734863,34.0279655456543,80,3912,"arizona","yavapai"
"742",-111.440292358398,34.0222358703613,80,3913,"arizona","yavapai"
"743",-111.434562683105,33.9993171691895,80,3914,"arizona","yavapai"
"744",-111.721038818359,34.0050468444824,80,3915,"arizona","yavapai"
"745",-111.87574005127,34.0222358703613,80,3916,"arizona","yavapai"
"746",-112.145027160645,34.039421081543,80,3917,"arizona","yavapai"
"747",-112.190864562988,33.9763984680176,80,3918,"arizona","yavapai"
"748",-112.230972290039,33.9592094421387,80,3919,"arizona","yavapai"
"749",-112.225242614746,33.9248313903809,80,3920,"arizona","yavapai"
"750",-112.259620666504,33.907642364502,80,3921,"arizona","yavapai"
"751",-112.276809692383,33.8789939880371,80,3922,"arizona","yavapai"
"752",-112.740905761719,34.0050468444824,80,3923,"arizona","yavapai"
"753",-113.11905670166,34.0050468444824,80,3924,"arizona","yavapai"
"754",-113.3310546875,34.0050468444824,80,3925,"arizona","yavapai"
"755",-113.3310546875,34.3259010314941,80,3926,"arizona","yavapai"
"756",-113.325325012207,34.3889274597168,80,3927,"arizona","yavapai"
"757",-113.319595336914,34.6066474914551,80,3928,"arizona","yavapai"
"758",-113.325325012207,34.9275093078613,80,3929,"arizona","yavapai"
"759",-113.325325012207,35.3343086242676,80,3930,"arizona","yavapai"
"760",-113.325325012207,35.5233840942383,80,3931,"arizona","yavapai"
"761",-113.262298583984,35.5233840942383,80,3932,"arizona","yavapai"
"762",-113.210731506348,35.5061950683594,80,3933,"arizona","yavapai"
"763",-113.164894104004,35.5004653930664,80,3934,"arizona","yavapai"
"764",-112.987274169922,35.397331237793,80,3935,"arizona","yavapai"
"765",-112.952903747559,35.3572273254395,80,3936,"arizona","yavapai"
"766",-112.729446411133,35.3056564331055,80,3937,"arizona","yavapai"
"767",-112.695068359375,35.3113899230957,80,3938,"arizona","yavapai"
"768",-112.632049560547,35.3056564331055,80,3939,"arizona","yavapai"
"769",-112.557556152344,35.2369041442871,80,3940,"arizona","yavapai"
"770",-112.488800048828,35.2426338195801,80,3941,"arizona","yavapai"
"771",-112.465888977051,35.254093170166,80,3942,"arizona","yavapai"
"772",-112.437232971191,35.254093170166,80,3943,"arizona","yavapai"
"773",-112.437232971191,35.1509590148926,80,3944,"arizona","yavapai"
"774",-112.339836120605,35.1509590148926,80,3945,"arizona","yavapai"
"775",-112.339836120605,34.9618835449219,80,3946,"arizona","yavapai"
"776",-111.812713623047,34.9733467102051,80,3947,"arizona","yavapai"
"777",-111.806983947754,34.9790725708008,80,3948,"arizona","yavapai"
"778",-111.789794921875,34.9733467102051,80,3949,"arizona","yavapai"
"779",-111.778335571289,34.801456451416,80,3950,"arizona","yavapai"
"780",-111.560615539551,34.801456451416,80,3951,"arizona","yavapai"
"781",-111.560615539551,34.4404945373535,80,3952,"arizona","yavapai"
"782",-113.3310546875,33.3747901916504,81,3954,"arizona","yuma"
"783",-113.336776733398,33.1914443969727,81,3955,"arizona","yuma"
"784",-113.336776733398,32.9450721740723,81,3956,"arizona","yuma"
"785",-113.336776733398,32.6528625488281,81,3957,"arizona","yuma"
"786",-113.336776733398,32.5153541564941,81,3958,"arizona","yuma"
"787",-113.348236083984,32.0569877624512,81,3959,"arizona","yuma"
"788",-113.468559265137,32.097095489502,81,3960,"arizona","yuma"
"789",-113.743583679199,32.1887702941895,81,3961,"arizona","yuma"
"790",-114.035797119141,32.2747116088867,81,3962,"arizona","yuma"
"791",-114.316543579102,32.3606567382812,81,3963,"arizona","yuma"
"792",-114.700416564941,32.4809799194336,81,3964,"arizona","yuma"
"793",-114.809280395508,32.5153541564941,81,3965,"arizona","yuma"
"794",-114.797813415527,32.5783805847168,81,3966,"arizona","yuma"
"795",-114.769172668457,32.6700553894043,81,3967,"arizona","yuma"
"796",-114.734802246094,32.733081817627,81,3968,"arizona","yuma"
"797",-114.688957214355,32.7445373535156,81,3969,"arizona","yuma"
"798",-114.654586791992,32.7388076782227,81,3970,"arizona","yuma"
"799",-114.59156036377,32.7388076782227,81,3971,"arizona","yuma"
"800",-114.551452636719,32.7617263793945,81,3972,"arizona","yuma"
"801",-114.522804260254,32.8247528076172,81,3973,"arizona","yuma"
"802",-114.47696685791,32.8763198852539,81,3974,"arizona","yuma"
"803",-114.47696685791,32.9336166381836,81,3975,"arizona","yuma"
"804",-114.482696533203,32.996639251709,81,3976,"arizona","yuma"
"805",-114.539993286133,33.0424728393555,81,3977,"arizona","yuma"
"806",-114.270706176758,33.0310173034668,81,3978,"arizona","yuma"
"807",-114.264976501465,33.4607353210449,81,3979,"arizona","yuma"
"808",-113.955574035645,33.4607353210449,81,3980,"arizona","yuma"
"809",-113.955574035645,33.3747901916504,81,3981,"arizona","yuma"
"810",-113.3310546875,33.3747901916504,81,3982,"arizona","yuma"
"811",-113.3310546875,34.0050468444824,3083,90958,"arizona","la paz"
"812",-113.325325012207,33.8446159362793,3083,90959,"arizona","la paz"
"813",-113.3310546875,33.4951095581055,3083,90960,"arizona","la paz"
"814",-113.3310546875,33.3747901916504,3083,90961,"arizona","la paz"
"815",-113.955574035645,33.3747901916504,3083,90962,"arizona","la paz"
"816",-113.955574035645,33.4607353210449,3083,90963,"arizona","la paz"
"817",-114.264976501465,33.4607353210449,3083,90964,"arizona","la paz"
"818",-114.270706176758,33.0310173034668,3083,90965,"arizona","la paz"
"819",-114.539993286133,33.0424728393555,3083,90966,"arizona","la paz"
"820",-114.660308837891,33.0539360046387,3083,90967,"arizona","la paz"
"821",-114.700416564941,33.0825843811035,3083,90968,"arizona","la paz"
"822",-114.711875915527,33.134147644043,3083,90969,"arizona","la paz"
"823",-114.688957214355,33.2659301757812,3083,90970,"arizona","la paz"
"824",-114.740524291992,33.3117637634277,3083,90971,"arizona","la paz"
"825",-114.71760559082,33.3576011657715,3083,90972,"arizona","la paz"
"826",-114.729064941406,33.4034385681152,3083,90973,"arizona","la paz"
"827",-114.688957214355,33.4320907592773,3083,90974,"arizona","la paz"
"828",-114.648849487305,33.455005645752,3083,90975,"arizona","la paz"
"829",-114.637390136719,33.4836540222168,3083,90976,"arizona","la paz"
"830",-114.608741760254,33.5008430480957,3083,90977,"arizona","la paz"
"831",-114.62020111084,33.5294914245605,3083,90978,"arizona","la paz"
"832",-114.568641662598,33.5466804504395,3083,90979,"arizona","la paz"
"833",-114.557182312012,33.5753288269043,3083,90980,"arizona","la paz"
"834",-114.528533935547,33.6326217651367,3083,90981,"arizona","la paz"
"835",-114.539993286133,33.6956481933594,3083,90982,"arizona","la paz"
"836",-114.522804260254,33.7300262451172,3083,90983,"arizona","la paz"
"837",-114.539993286133,33.7815933227539,3083,90984,"arizona","la paz"
"838",-114.539993286133,33.9248313903809,3083,90985,"arizona","la paz"
"839",-114.517074584961,33.9649391174316,3083,90986,"arizona","la paz"
"840",-114.454048156738,33.9993171691895,3083,90987,"arizona","la paz"
"841",-114.471237182617,34.0165023803711,3083,90988,"arizona","la paz"
"842",-114.448318481445,34.039421081543,3083,90989,"arizona","la paz"
"843",-114.41967010498,34.0795288085938,3083,90990,"arizona","la paz"
"844",-114.396751403809,34.1139068603516,3083,90991,"arizona","la paz"
"845",-114.299346923828,34.1540107727051,3083,90992,"arizona","la paz"
"846",-114.230598449707,34.1998481750488,3083,90993,"arizona","la paz"
"847",-114.190490722656,34.2456855773926,3083,90994,"arizona","la paz"
"848",-114.133193969727,34.2628746032715,3083,90995,"arizona","la paz"
"849",-114.13892364502,34.2972526550293,3083,90996,"arizona","la paz"
"850",-114.087356567383,34.2972526550293,3083,90997,"arizona","la paz"
"851",-114.02433013916,34.2628746032715,3083,90998,"arizona","la paz"
"852",-113.904014587402,34.2514190673828,3083,90999,"arizona","la paz"
"853",-113.869636535645,34.2571449279785,3083,91000,"arizona","la paz"
"854",-113.829528808594,34.2342300415039,3083,91001,"arizona","la paz"
"855",-113.703475952148,34.2399559020996,3083,91002,"arizona","la paz"
"856",-113.674827575684,34.211311340332,3083,91003,"arizona","la paz"
"857",-113.577423095703,34.2342300415039,3083,91004,"arizona","la paz"
"858",-113.57169342041,34.2686042785645,3083,91005,"arizona","la paz"
"859",-113.525856018066,34.3087120056152,3083,91006,"arizona","la paz"
"860",-113.428451538086,34.3087120056152,3083,91007,"arizona","la paz"
"861",-113.376892089844,34.3029823303223,3083,91008,"arizona","la paz"
"862",-113.3310546875,34.3259010314941,3083,91009,"arizona","la paz"
"863",-113.3310546875,34.0050468444824,3083,91010,"arizona","la paz"
